group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate26,flu-seqneut-2026-CTS-052,A/Andalucia/PMC-00977/2025_H1N1,plate26-A/Andalucia/PMC-00977/2025_H1N1,0.001769,interpolated,0.001901,0.001901,interpolated,10,0.7437,0,0.895,0.1181
human,plate26,flu-seqneut-2026-CTS-052,A/Andalucia/PMC-01217/2025_H1N1,plate26-A/Andalucia/PMC-01217/2025_H1N1,0.001626,interpolated,0.001966,0.001966,interpolated,3.281,0.7678,0,0.8691,0.1294
human,plate26,flu-seqneut-2026-CTS-052,A/Andalucia/PMC-01495/2025_H1N1,plate26-A/Andalucia/PMC-01495/2025_H1N1,0.001866,interpolated,0.002017,0.002017,interpolated,10,0.7296,0,0.9521,0.07546
human,plate26,flu-seqneut-2026-CTS-052,A/Arizona/40/2026_H1N1,plate26-A/Arizona/40/2026_H1N1,0.0018,interpolated,0.001938,0.001938,interpolated,10,0.739,0,0.9693,0.06072
human,plate26,flu-seqneut-2026-CTS-052,A/Astrakhan/RII-MH273373S/2025_H3N2,plate26-A/Astrakhan/RII-MH273373S/2025_H3N2,0.001329,interpolated,0.00272,0.00272,interpolated,2.247,0.6,0,0.8318,0.09498
human,plate26,flu-seqneut-2026-CTS-052,A/Asturias/232590913/2025_H1N1,plate26-A/Asturias/232590913/2025_H1N1,0.001901,interpolated,0.00219,0.00219,interpolated,4.111,0.7794,0,0.9733,0.05818
human,plate26,flu-seqneut-2026-CTS-052,A/Badajoz/18738342/2026_H3N2,plate26-A/Badajoz/18738342/2026_H3N2,0.002283,interpolated,0.003479,0.003479,interpolated,2.11,0.7057,0,0.8903,0.09842
human,plate26,flu-seqneut-2026-CTS-052,A/Badajoz/18811358/2026_H3N2,plate26-A/Badajoz/18811358/2026_H3N2,0.002909,interpolated,0.004222,0.004222,interpolated,1.658,0.7695,0,0.9481,0.06775
human,plate26,flu-seqneut-2026-CTS-052,A/Badajoz/18813527/2026_H3N2,plate26-A/Badajoz/18813527/2026_H3N2,0.002224,interpolated,0.003362,0.003362,interpolated,2.274,0.6954,0,0.9356,0.07276
human,plate26,flu-seqneut-2026-CTS-052,A/Bangkok/P2390/2025_H3N2,plate26-A/Bangkok/P2390/2025_H3N2,0.002288,interpolated,0.002965,0.002965,interpolated,2.91,0.7353,0,0.8589,0.1144
human,plate26,flu-seqneut-2026-CTS-052,A/Bangkok/P2391/2025_H3N2,plate26-A/Bangkok/P2391/2025_H3N2,0.0009088,interpolated,0.001112,0.001112,interpolated,1.493,0.8699,0,0.9973,0.0175
human,plate26,flu-seqneut-2026-CTS-052,A/Blaenavon/6687/2026_H3N2,plate26-A/Blaenavon/6687/2026_H3N2,0.003739,interpolated,0.004851,0.004851,interpolated,1.418,0.8457,0,0.8376,0.1233
human,plate26,flu-seqneut-2026-CTS-052,A/Bolivia/OR5702/2025_H3N2,plate26-A/Bolivia/OR5702/2025_H3N2,0.002615,interpolated,0.003302,0.003302,interpolated,3.452,0.7234,0,0.9437,0.07497
human,plate26,flu-seqneut-2026-CTS-052,A/BritishColumbia/RV00022-26/2025_H1N1,plate26-A/BritishColumbia/RV00022-26/2025_H1N1,0.001919,interpolated,0.002016,0.002016,interpolated,10,0.805,0,0.9884,0.03951
