serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-00977/2025_H1N1,plate2-A/Andalucia/PMC-00977/2025_H1N1,40,0.005714,0.005714
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-00977/2025_H1N1,plate2-A/Andalucia/PMC-00977/2025_H1N1,92,0.6084,0.6084
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-00977/2025_H1N1,plate2-A/Andalucia/PMC-00977/2025_H1N1,212,1.372,1
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-00977/2025_H1N1,plate2-A/Andalucia/PMC-00977/2025_H1N1,487,0.9754,0.9754
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-00977/2025_H1N1,plate2-A/Andalucia/PMC-00977/2025_H1N1,1119,0.4021,0.4021
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-00977/2025_H1N1,plate2-A/Andalucia/PMC-00977/2025_H1N1,2575,1.214,1
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-00977/2025_H1N1,plate2-A/Andalucia/PMC-00977/2025_H1N1,5921,1.02,1
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-00977/2025_H1N1,plate2-A/Andalucia/PMC-00977/2025_H1N1,1.362e+04,1.185,1
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01217/2025_H1N1,plate2-A/Andalucia/PMC-01217/2025_H1N1,40,0.2204,0.2204
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01217/2025_H1N1,plate2-A/Andalucia/PMC-01217/2025_H1N1,92,0.7986,0.7986
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01217/2025_H1N1,plate2-A/Andalucia/PMC-01217/2025_H1N1,212,0.9331,0.9331
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01217/2025_H1N1,plate2-A/Andalucia/PMC-01217/2025_H1N1,487,1.026,1
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01217/2025_H1N1,plate2-A/Andalucia/PMC-01217/2025_H1N1,1119,0.5361,0.5361
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01217/2025_H1N1,plate2-A/Andalucia/PMC-01217/2025_H1N1,2575,1.465,1
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01217/2025_H1N1,plate2-A/Andalucia/PMC-01217/2025_H1N1,5921,0.8506,0.8506
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01217/2025_H1N1,plate2-A/Andalucia/PMC-01217/2025_H1N1,1.362e+04,1.202,1
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01495/2025_H1N1,plate2-A/Andalucia/PMC-01495/2025_H1N1,40,0.009609,0.009609
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01495/2025_H1N1,plate2-A/Andalucia/PMC-01495/2025_H1N1,92,0.5574,0.5574
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01495/2025_H1N1,plate2-A/Andalucia/PMC-01495/2025_H1N1,212,1.096,1
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01495/2025_H1N1,plate2-A/Andalucia/PMC-01495/2025_H1N1,487,0.874,0.874
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01495/2025_H1N1,plate2-A/Andalucia/PMC-01495/2025_H1N1,1119,0.5005,0.5005
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01495/2025_H1N1,plate2-A/Andalucia/PMC-01495/2025_H1N1,2575,1.282,1
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01495/2025_H1N1,plate2-A/Andalucia/PMC-01495/2025_H1N1,5921,0.7568,0.7568
flu-seqneut-2026-SCH-012,A/Andalucia/PMC-01495/2025_H1N1,plate2-A/Andalucia/PMC-01495/2025_H1N1,1.362e+04,1.279,1
flu-seqneut-2026-SCH-012,A/Arizona/40/2026_H1N1,plate2-A/Arizona/40/2026_H1N1,40,0.01749,0.01749
flu-seqneut-2026-SCH-012,A/Arizona/40/2026_H1N1,plate2-A/Arizona/40/2026_H1N1,92,0.4135,0.4135
flu-seqneut-2026-SCH-012,A/Arizona/40/2026_H1N1,plate2-A/Arizona/40/2026_H1N1,212,0.937,0.937
flu-seqneut-2026-SCH-012,A/Arizona/40/2026_H1N1,plate2-A/Arizona/40/2026_H1N1,487,1.066,1
flu-seqneut-2026-SCH-012,A/Arizona/40/2026_H1N1,plate2-A/Arizona/40/2026_H1N1,1119,0.6166,0.6166
flu-seqneut-2026-SCH-012,A/Arizona/40/2026_H1N1,plate2-A/Arizona/40/2026_H1N1,2575,2.127,1
flu-seqneut-2026-SCH-012,A/Arizona/40/2026_H1N1,plate2-A/Arizona/40/2026_H1N1,5921,0.9209,0.9209
flu-seqneut-2026-SCH-012,A/Arizona/40/2026_H1N1,plate2-A/Arizona/40/2026_H1N1,1.362e+04,1.585,1
flu-seqneut-2026-SCH-012,A/Astrakhan/RII-MH273373S/2025_H3N2,plate2-A/Astrakhan/RII-MH273373S/2025_H3N2,40,0,0
flu-seqneut-2026-SCH-012,A/Astrakhan/RII-MH273373S/2025_H3N2,plate2-A/Astrakhan/RII-MH273373S/2025_H3N2,92,0,0
flu-seqneut-2026-SCH-012,A/Astrakhan/RII-MH273373S/2025_H3N2,plate2-A/Astrakhan/RII-MH273373S/2025_H3N2,212,0,0
flu-seqneut-2026-SCH-012,A/Astrakhan/RII-MH273373S/2025_H3N2,plate2-A/Astrakhan/RII-MH273373S/2025_H3N2,487,0,0
flu-seqneut-2026-SCH-012,A/Astrakhan/RII-MH273373S/2025_H3N2,plate2-A/Astrakhan/RII-MH273373S/2025_H3N2,1119,0.01901,0.01901
flu-seqneut-2026-SCH-012,A/Astrakhan/RII-MH273373S/2025_H3N2,plate2-A/Astrakhan/RII-MH273373S/2025_H3N2,2575,0.199,0.199
flu-seqneut-2026-SCH-012,A/Astrakhan/RII-MH273373S/2025_H3N2,plate2-A/Astrakhan/RII-MH273373S/2025_H3N2,5921,0.4056,0.4056
flu-seqneut-2026-SCH-012,A/Astrakhan/RII-MH273373S/2025_H3N2,plate2-A/Astrakhan/RII-MH273373S/2025_H3N2,1.362e+04,0.9044,0.9044
flu-seqneut-2026-SCH-012,A/Asturias/232590913/2025_H1N1,plate2-A/Asturias/232590913/2025_H1N1,40,0.0109,0.0109
flu-seqneut-2026-SCH-012,A/Asturias/232590913/2025_H1N1,plate2-A/Asturias/232590913/2025_H1N1,92,0.4831,0.4831
flu-seqneut-2026-SCH-012,A/Asturias/232590913/2025_H1N1,plate2-A/Asturias/232590913/2025_H1N1,212,0.8208,0.8208
flu-seqneut-2026-SCH-012,A/Asturias/232590913/2025_H1N1,plate2-A/Asturias/232590913/2025_H1N1,487,0.7381,0.7381
flu-seqneut-2026-SCH-012,A/Asturias/232590913/2025_H1N1,plate2-A/Asturias/232590913/2025_H1N1,1119,0.4732,0.4732
flu-seqneut-2026-SCH-012,A/Asturias/232590913/2025_H1N1,plate2-A/Asturias/232590913/2025_H1N1,2575,1.341,1
flu-seqneut-2026-SCH-012,A/Asturias/232590913/2025_H1N1,plate2-A/Asturias/232590913/2025_H1N1,5921,1.207,1
flu-seqneut-2026-SCH-012,A/Asturias/232590913/2025_H1N1,plate2-A/Asturias/232590913/2025_H1N1,1.362e+04,1.624,1
flu-seqneut-2026-SCH-012,A/Badajoz/18738342/2026_H3N2,plate2-A/Badajoz/18738342/2026_H3N2,40,0,0
flu-seqneut-2026-SCH-012,A/Badajoz/18738342/2026_H3N2,plate2-A/Badajoz/18738342/2026_H3N2,92,0,0
flu-seqneut-2026-SCH-012,A/Badajoz/18738342/2026_H3N2,plate2-A/Badajoz/18738342/2026_H3N2,212,0,0
flu-seqneut-2026-SCH-012,A/Badajoz/18738342/2026_H3N2,plate2-A/Badajoz/18738342/2026_H3N2,487,0,0
flu-seqneut-2026-SCH-012,A/Badajoz/18738342/2026_H3N2,plate2-A/Badajoz/18738342/2026_H3N2,1119,0.006492,0.006492
flu-seqneut-2026-SCH-012,A/Badajoz/18738342/2026_H3N2,plate2-A/Badajoz/18738342/2026_H3N2,2575,0.1345,0.1345
flu-seqneut-2026-SCH-012,A/Badajoz/18738342/2026_H3N2,plate2-A/Badajoz/18738342/2026_H3N2,5921,0.9631,0.9631
flu-seqneut-2026-SCH-012,A/Badajoz/18738342/2026_H3N2,plate2-A/Badajoz/18738342/2026_H3N2,1.362e+04,1.41,1
flu-seqneut-2026-SCH-012,A/Badajoz/18811358/2026_H3N2,plate2-A/Badajoz/18811358/2026_H3N2,40,0,0
flu-seqneut-2026-SCH-012,A/Badajoz/18811358/2026_H3N2,plate2-A/Badajoz/18811358/2026_H3N2,92,0,0
flu-seqneut-2026-SCH-012,A/Badajoz/18811358/2026_H3N2,plate2-A/Badajoz/18811358/2026_H3N2,212,0,0
flu-seqneut-2026-SCH-012,A/Badajoz/18811358/2026_H3N2,plate2-A/Badajoz/18811358/2026_H3N2,487,0.01991,0.01991
flu-seqneut-2026-SCH-012,A/Badajoz/18811358/2026_H3N2,plate2-A/Badajoz/18811358/2026_H3N2,1119,0.01497,0.01497
flu-seqneut-2026-SCH-012,A/Badajoz/18811358/2026_H3N2,plate2-A/Badajoz/18811358/2026_H3N2,2575,0.2166,0.2166
flu-seqneut-2026-SCH-012,A/Badajoz/18811358/2026_H3N2,plate2-A/Badajoz/18811358/2026_H3N2,5921,0.8245,0.8245
flu-seqneut-2026-SCH-012,A/Badajoz/18811358/2026_H3N2,plate2-A/Badajoz/18811358/2026_H3N2,1.362e+04,1.38,1
flu-seqneut-2026-SCH-012,A/Badajoz/18813527/2026_H3N2,plate2-A/Badajoz/18813527/2026_H3N2,40,0,0
flu-seqneut-2026-SCH-012,A/Badajoz/18813527/2026_H3N2,plate2-A/Badajoz/18813527/2026_H3N2,92,0,0
flu-seqneut-2026-SCH-012,A/Badajoz/18813527/2026_H3N2,plate2-A/Badajoz/18813527/2026_H3N2,212,8.084e-05,8.084e-05
flu-seqneut-2026-SCH-012,A/Badajoz/18813527/2026_H3N2,plate2-A/Badajoz/18813527/2026_H3N2,487,0,0
flu-seqneut-2026-SCH-012,A/Badajoz/18813527/2026_H3N2,plate2-A/Badajoz/18813527/2026_H3N2,1119,0.00788,0.00788
flu-seqneut-2026-SCH-012,A/Badajoz/18813527/2026_H3N2,plate2-A/Badajoz/18813527/2026_H3N2,2575,0.2748,0.2748
flu-seqneut-2026-SCH-012,A/Badajoz/18813527/2026_H3N2,plate2-A/Badajoz/18813527/2026_H3N2,5921,0.5887,0.5887
flu-seqneut-2026-SCH-012,A/Badajoz/18813527/2026_H3N2,plate2-A/Badajoz/18813527/2026_H3N2,1.362e+04,0.8122,0.8122
flu-seqneut-2026-SCH-012,A/Bangkok/P2390/2025_H3N2,plate2-A/Bangkok/P2390/2025_H3N2,40,0,0
flu-seqneut-2026-SCH-012,A/Bangkok/P2390/2025_H3N2,plate2-A/Bangkok/P2390/2025_H3N2,92,0,0
