group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate38,flu-seqneut-2026-CTS-060,A/Andalucia/PMC-00977/2025_H1N1,plate38-A/Andalucia/PMC-00977/2025_H1N1,0.006315,interpolated,0.006537,0.006537,interpolated,1.804,0.9699,0,0.9443,0.0782
human,plate38,flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01217/2025_H1N1,plate38-A/Andalucia/PMC-01217/2025_H1N1,0.006526,interpolated,0.006883,0.006883,interpolated,1.411,0.9638,0,0.9838,0.03804
human,plate38,flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01495/2025_H1N1,plate38-A/Andalucia/PMC-01495/2025_H1N1,0.006889,interpolated,0.007379,0.007379,interpolated,1.697,0.945,0,0.9803,0.04389
human,plate38,flu-seqneut-2026-CTS-060,A/Arizona/40/2026_H1N1,plate38-A/Arizona/40/2026_H1N1,0.008943,interpolated,0.009264,0.009264,interpolated,1.69,0.971,0,0.9519,0.06377
human,plate38,flu-seqneut-2026-CTS-060,A/Astrakhan/RII-MH273373S/2025_H3N2,plate38-A/Astrakhan/RII-MH273373S/2025_H3N2,0.002741,interpolated,0.003431,0.003431,interpolated,0.8,0.9178,0,0.9341,0.06637
human,plate38,flu-seqneut-2026-CTS-060,A/Asturias/232590913/2025_H1N1,plate38-A/Asturias/232590913/2025_H1N1,0.005735,interpolated,0.005833,0.005833,interpolated,1.385,0.9884,0,0.9966,0.01897
human,plate38,flu-seqneut-2026-CTS-060,A/Badajoz/18738342/2026_H3N2,plate38-A/Badajoz/18738342/2026_H3N2,0.003648,interpolated,0.003648,0.003648,interpolated,0.931,1,0,0.9786,0.04519
human,plate38,flu-seqneut-2026-CTS-060,A/Badajoz/18811358/2026_H3N2,plate38-A/Badajoz/18811358/2026_H3N2,0.004217,interpolated,0.004841,0.004841,interpolated,1.07,0.9312,0,0.9597,0.05814
human,plate38,flu-seqneut-2026-CTS-060,A/Badajoz/18813527/2026_H3N2,plate38-A/Badajoz/18813527/2026_H3N2,0.002886,interpolated,0.003373,0.003373,interpolated,0.8019,0.9412,0,0.8984,0.08866
human,plate38,flu-seqneut-2026-CTS-060,A/Bangkok/P2390/2025_H3N2,plate38-A/Bangkok/P2390/2025_H3N2,0.004919,interpolated,0.004919,0.004919,interpolated,1.222,1,0,0.9239,0.09137
human,plate38,flu-seqneut-2026-CTS-060,A/Bangkok/P2391/2025_H3N2,plate38-A/Bangkok/P2391/2025_H3N2,0.005448,interpolated,0.009136,0.009136,interpolated,1.653,0.7127,0,0.577,0.1665
human,plate38,flu-seqneut-2026-CTS-060,A/Blaenavon/6687/2026_H3N2,plate38-A/Blaenavon/6687/2026_H3N2,0.005235,interpolated,0.006071,0.006071,interpolated,1.045,0.9283,0,0.8705,0.107
human,plate38,flu-seqneut-2026-CTS-060,A/Bolivia/OR5702/2025_H3N2,plate38-A/Bolivia/OR5702/2025_H3N2,0.00235,interpolated,0.00235,0.00235,interpolated,0.8,1,0,0.9291,0.08347
human,plate38,flu-seqneut-2026-CTS-060,A/BritishColumbia/RV00022-26/2025_H1N1,plate38-A/BritishColumbia/RV00022-26/2025_H1N1,0.008516,interpolated,0.008929,0.008929,interpolated,1.28,0.9706,0,0.9828,0.0365
human,plate38,flu-seqneut-2026-CTS-060,A/BritishColumbia/RV00279-26/2025_H3N2,plate38-A/BritishColumbia/RV00279-26/2025_H3N2,0.00562,interpolated,0.006234,0.006234,interpolated,0.8,0.9602,0,0.7729,0.1349
human,plate38,flu-seqneut-2026-CTS-060,A/BritishColumbia/RV01350-26/2026_H1N1,plate38-A/BritishColumbia/RV01350-26/2026_H1N1,0.007986,interpolated,0.008278,0.008278,interpolated,2.076,0.9641,0,0.9723,0.05308
human,plate38,flu-seqneut-2026-CTS-060,A/BritishColumbia/RV05508-25/2025_H1N1,plate38-A/BritishColumbia/RV05508-25/2025_H1N1,0.005896,interpolated,0.006046,0.006046,interpolated,1.578,0.9805,0,0.9839,0.04167
human,plate38,flu-seqneut-2026-CTS-060,A/California/GKISBBBH79910/2026_H3N2,plate38-A/California/GKISBBBH79910/2026_H3N2,0.006088,interpolated,0.006088,0.006088,interpolated,0.8555,1,0,0.9543,0.05899
human,plate38,flu-seqneut-2026-CTS-060,A/California/NIRC-IS-1019/2026_H1N1,plate38-A/California/NIRC-IS-1019/2026_H1N1,0.01172,interpolated,0.01287,0.01287,interpolated,1.435,0.9368,0,0.9296,0.06318
human,plate38,flu-seqneut-2026-CTS-060,A/California/NIRC-IS-1059/2026_H3N2,plate38-A/California/NIRC-IS-1059/2026_H3N2,0.004826,interpolated,0.004826,0.004826,interpolated,0.9667,1,0,0.9692,0.05266
human,plate38,flu-seqneut-2026-CTS-060,A/California/NIRC-IS-1067/2026_H3N2,plate38-A/California/NIRC-IS-1067/2026_H3N2,0.004012,interpolated,0.004012,0.004012,interpolated,0.8,1,0,0.9588,0.05656
human,plate38,flu-seqneut-2026-CTS-060,A/California/NIRC-IS-1356/2025_H1N1,plate38-A/California/NIRC-IS-1356/2025_H1N1,0.004481,interpolated,0.004494,0.004494,interpolated,1.435,0.998,0,0.9793,0.05133
human,plate38,flu-seqneut-2026-CTS-060,A/Castellon/VAHNSI_02_02400/2025_H3N2,plate38-A/Castellon/VAHNSI_02_02400/2025_H3N2,0.003407,interpolated,0.003437,0.003437,interpolated,0.8,0.9965,0,0.9228,0.07948
human,plate38,flu-seqneut-2026-CTS-060,A/Colombia/1851/2024_H3N2,plate38-A/Colombia/1851/2024_H3N2,0.003296,interpolated,0.003741,0.003741,interpolated,1.121,0.9338,0,0.949,0.06993
human,plate38,flu-seqneut-2026-CTS-060,A/Colorado/218/2024_H1N1,plate38-A/Colorado/218/2024_H1N1,0.003298,interpolated,0.003298,0.003298,interpolated,0.8,1,0,0.8865,0.09275
human,plate38,flu-seqneut-2026-CTS-060,A/Connecticut/5/2026_H3N2,plate38-A/Connecticut/5/2026_H3N2,0.003805,interpolated,0.004685,0.004685,interpolated,1.298,0.8816,0,0.9734,0.04863
human,plate38,flu-seqneut-2026-CTS-060,A/Croatia/10136RV/2023_H3N2,plate38-A/Croatia/10136RV/2023_H3N2,0.002237,interpolated,0.002352,0.002352,interpolated,1.609,0.9614,0,0.9641,0.06945
human,plate38,flu-seqneut-2026-CTS-060,A/Darwin/1415/2025_H3N2,plate38-A/Darwin/1415/2025_H3N2,0.003051,interpolated,0.003051,0.003051,interpolated,1.07,1,0,0.9622,0.06555
human,plate38,flu-seqneut-2026-CTS-060,A/Darwin/1454/2025_H3N2,plate38-A/Darwin/1454/2025_H3N2,0.002076,interpolated,0.002076,0.002076,interpolated,0.8679,1,0,0.952,0.07031
human,plate38,flu-seqneut-2026-CTS-060,A/Denmark/3940/2025_H3N2,plate38-A/Denmark/3940/2025_H3N2,0.003778,interpolated,0.004336,0.004336,interpolated,0.8,0.9479,0,0.8174,0.123
human,plate38,flu-seqneut-2026-CTS-060,A/Denmark/4547/2025_H1N1,plate38-A/Denmark/4547/2025_H1N1,0.006404,interpolated,0.006968,0.006968,interpolated,1.512,0.9401,0,0.9376,0.07507
human,plate38,flu-seqneut-2026-CTS-060,A/Denmark/4774/2025_H1N1,plate38-A/Denmark/4774/2025_H1N1,0.006848,interpolated,0.007222,0.007222,interpolated,1.546,0.9606,0,0.8608,0.1208
human,plate38,flu-seqneut-2026-CTS-060,A/District_Of_Columbia/27/2023_H3N2,plate38-A/District_Of_Columbia/27/2023_H3N2,0.006074,interpolated,0.007494,0.007494,interpolated,1.764,0.8452,0,0.8485,0.1144
