serum,strain,plate_barcode,dilution_factor,frac_infectivity_raw,frac_infectivity_ceiling
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-00977/2025_H1N1,plate38-A/Andalucia/PMC-00977/2025_H1N1,40,0.09349,0.09349
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-00977/2025_H1N1,plate38-A/Andalucia/PMC-00977/2025_H1N1,92,0.3341,0.3341
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-00977/2025_H1N1,plate38-A/Andalucia/PMC-00977/2025_H1N1,212,0.5073,0.5073
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-00977/2025_H1N1,plate38-A/Andalucia/PMC-00977/2025_H1N1,487,1.013,1
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-00977/2025_H1N1,plate38-A/Andalucia/PMC-00977/2025_H1N1,1119,0.9873,0.9873
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-00977/2025_H1N1,plate38-A/Andalucia/PMC-00977/2025_H1N1,2575,0.8749,0.8749
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-00977/2025_H1N1,plate38-A/Andalucia/PMC-00977/2025_H1N1,5921,0.9198,0.9198
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-00977/2025_H1N1,plate38-A/Andalucia/PMC-00977/2025_H1N1,1.362e+04,1.086,1
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01217/2025_H1N1,plate38-A/Andalucia/PMC-01217/2025_H1N1,40,0.15,0.15
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01217/2025_H1N1,plate38-A/Andalucia/PMC-01217/2025_H1N1,92,0.3415,0.3415
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01217/2025_H1N1,plate38-A/Andalucia/PMC-01217/2025_H1N1,212,0.5567,0.5567
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01217/2025_H1N1,plate38-A/Andalucia/PMC-01217/2025_H1N1,487,0.8823,0.8823
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01217/2025_H1N1,plate38-A/Andalucia/PMC-01217/2025_H1N1,1119,0.9117,0.9117
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01217/2025_H1N1,plate38-A/Andalucia/PMC-01217/2025_H1N1,2575,0.8975,0.8975
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01217/2025_H1N1,plate38-A/Andalucia/PMC-01217/2025_H1N1,5921,0.941,0.941
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01217/2025_H1N1,plate38-A/Andalucia/PMC-01217/2025_H1N1,1.362e+04,1.145,1
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01495/2025_H1N1,plate38-A/Andalucia/PMC-01495/2025_H1N1,40,0.07639,0.07639
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01495/2025_H1N1,plate38-A/Andalucia/PMC-01495/2025_H1N1,92,0.3437,0.3437
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01495/2025_H1N1,plate38-A/Andalucia/PMC-01495/2025_H1N1,212,0.629,0.629
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01495/2025_H1N1,plate38-A/Andalucia/PMC-01495/2025_H1N1,487,0.889,0.889
flu-seqneut-2026-CTS-060,A/Andalucia/PMC-01495/2025_H1N1,plate38-A/Andalucia/PMC-01495/2025_H1N1,1119,0.8339,0.8339
