group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate22,flu-seqneut-2026-CTS-039,A/Andalucia/PMC-01495/2025_H1N1,plate22-A/Andalucia/PMC-01495/2025_H1N1,0.01087,lower,0.03882,0.01087,lower,0.8,0.992,0,0.6537,0.06177
human,plate22,flu-seqneut-2026-CTS-039,A/Astrakhan/RII-MH273373S/2025_H3N2,plate22-A/Astrakhan/RII-MH273373S/2025_H3N2,0.002148,interpolated,0.002148,0.002148,interpolated,1.084,1,0,0.8675,0.1165
human,plate22,flu-seqneut-2026-CTS-039,A/Asturias/232590913/2025_H1N1,plate22-A/Asturias/232590913/2025_H1N1,0.01087,lower,0.0277,0.01087,lower,0.8,1,0,0.4083,0.118
human,plate22,flu-seqneut-2026-CTS-039,A/Badajoz/18811358/2026_H3N2,plate22-A/Badajoz/18811358/2026_H3N2,0.006011,interpolated,0.006011,0.006011,interpolated,0.8,1,0,0.8163,0.09134
human,plate22,flu-seqneut-2026-CTS-039,A/Blaenavon/6687/2026_H3N2,plate22-A/Blaenavon/6687/2026_H3N2,0.01087,lower,0.01483,0.01087,lower,0.8,1,0,0.5926,0.1139
human,plate22,flu-seqneut-2026-CTS-039,A/Bolivia/OR5702/2025_H3N2,plate22-A/Bolivia/OR5702/2025_H3N2,0.003426,interpolated,0.003426,0.003426,interpolated,0.8868,1,0,0.6999,0.1606
human,plate22,flu-seqneut-2026-CTS-039,A/BritishColumbia/RV00022-26/2025_H1N1,plate22-A/BritishColumbia/RV00022-26/2025_H1N1,0.01087,lower,1.381,0.01087,lower,0.8,0.9943,0,0.057,0.02716
human,plate22,flu-seqneut-2026-CTS-039,A/California/GKISBBBH79910/2026_H3N2,plate22-A/California/GKISBBBH79910/2026_H3N2,0.007317,interpolated,0.007317,0.007317,interpolated,0.9046,1,0,0.9394,0.05215
human,plate22,flu-seqneut-2026-CTS-039,A/California/NIRC-IS-1019/2026_H1N1,plate22-A/California/NIRC-IS-1019/2026_H1N1,0.01087,lower,272.8,0.01087,lower,9.808,0.9123,0,0,0.1338
human,plate22,flu-seqneut-2026-CTS-039,A/California/NIRC-IS-1067/2026_H3N2,plate22-A/California/NIRC-IS-1067/2026_H3N2,0.006112,interpolated,0.00637,0.00637,interpolated,0.8,0.9837,0,0.8971,0.06399
human,plate22,flu-seqneut-2026-CTS-039,A/California/NIRC-IS-1356/2025_H1N1,plate22-A/California/NIRC-IS-1356/2025_H1N1,0.01087,lower,0.1558,0.01087,lower,0.8,0.9539,0,0.1985,0.06376
human,plate22,flu-seqneut-2026-CTS-039,A/Colombia/1851/2024_H3N2,plate22-A/Colombia/1851/2024_H3N2,0.002456,interpolated,0.002456,0.002456,interpolated,1.093,1,0,0.9304,0.08462
human,plate22,flu-seqneut-2026-CTS-039,A/Croatia/10136RV/2023_H3N2,plate22-A/Croatia/10136RV/2023_H3N2,0.001281,interpolated,0.001281,0.001281,interpolated,2.156,1,0,0.9764,0.05978
human,plate22,flu-seqneut-2026-CTS-039,A/Darwin/1415/2025_H3N2,plate22-A/Darwin/1415/2025_H3N2,0.0007361,interpolated,0.0007361,0.0007361,interpolated,0.8,1,0,0.6664,0.1779
human,plate22,flu-seqneut-2026-CTS-039,A/Denmark/3940/2025_H3N2,plate22-A/Denmark/3940/2025_H3N2,0.008829,interpolated,0.008829,0.008829,interpolated,0.8,1,0,0.5615,0.1513
human,plate22,flu-seqneut-2026-CTS-039,A/Denmark/4547/2025_H1N1,plate22-A/Denmark/4547/2025_H1N1,0.003907,interpolated,0.00416,0.00416,interpolated,0.8,0.9755,0,0.5775,0.1527
human,plate22,flu-seqneut-2026-CTS-039,A/Denmark/4774/2025_H1N1,plate22-A/Denmark/4774/2025_H1N1,0.01087,lower,255.7,0.01087,lower,9.968,0.9667,0,-1.688e-14,0.04892
human,plate22,flu-seqneut-2026-CTS-039,A/Distrito_Federal/250106000728/2025_H3N2,plate22-A/Distrito_Federal/250106000728/2025_H3N2,0.003241,interpolated,0.003241,0.003241,interpolated,0.8,1,0,0.9241,0.07003
human,plate22,flu-seqneut-2026-CTS-039,A/England/1893256/2026_H1N1,plate22-A/England/1893256/2026_H1N1,0.01087,lower,0.07284,0.01087,lower,0.8,0.9824,0,0.3288,0.07773
human,plate22,flu-seqneut-2026-CTS-039,A/France/ARA-HCL025195259501/2025_H1N1,plate22-A/France/ARA-HCL025195259501/2025_H1N1,0.01087,lower,0.1417,0.01087,lower,0.8,0.9485,0,0.06147,0.1234
human,plate22,flu-seqneut-2026-CTS-039,A/France/ARA-HCL026031894402/2026_H3N2,plate22-A/France/ARA-HCL026031894402/2026_H3N2,0.01054,interpolated,0.01054,0.01054,interpolated,0.8833,1,0,0.8597,0.0727
human,plate22,flu-seqneut-2026-CTS-039,A/France/GES-IPP01077/2026_H3N2,plate22-A/France/GES-IPP01077/2026_H3N2,0.004153,interpolated,0.004711,0.004711,interpolated,0.8,0.952,0,0.5099,0.1611
human,plate22,flu-seqneut-2026-CTS-039,A/France/NAQ-HCL026010957001/2026_H3N2,plate22-A/France/NAQ-HCL026010957001/2026_H3N2,0.004821,interpolated,0.004821,0.004821,interpolated,0.8,1,0,0.8675,0.08413
human,plate22,flu-seqneut-2026-CTS-039,A/France/NAQ-HCL026046169102/2025_H1N1,plate22-A/France/NAQ-HCL026046169102/2025_H1N1,0.003825,interpolated,0.003905,0.003905,interpolated,0.8,0.9918,0,0.82,0.1011
human,plate22,flu-seqneut-2026-CTS-039,A/France/OCC-HCL026013263701/2026_H3N2,plate22-A/France/OCC-HCL026013263701/2026_H3N2,0.01087,lower,0.07455,0.01087,lower,0.8,0.8445,0,0.1094,0.1246
human,plate22,flu-seqneut-2026-CTS-039,A/Galicia/GA-CHUAC-451/2025_H3N2,plate22-A/Galicia/GA-CHUAC-451/2025_H3N2,0.003527,interpolated,0.003541,0.003541,interpolated,2.008,0.9958,0,0.9869,0.03778
