group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Andalucia/PMC-00977/2025_H1N1,plate42-A/Andalucia/PMC-00977/2025_H1N1,0.0005277,interpolated,0.0005277,0.0005277,interpolated,2.12,1,0,0.9914,0.03824
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Andalucia/PMC-01217/2025_H1N1,plate42-A/Andalucia/PMC-01217/2025_H1N1,0.0005082,interpolated,0.0005082,0.0005082,interpolated,2.456,1,0,0.9927,0.03532
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Andalucia/PMC-01495/2025_H1N1,plate42-A/Andalucia/PMC-01495/2025_H1N1,0.0007672,interpolated,0.0007985,0.0007985,interpolated,2.773,0.9476,0,0.9947,0.03006
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Arizona/40/2026_H1N1,plate42-A/Arizona/40/2026_H1N1,0.0009068,interpolated,0.0009415,0.0009415,interpolated,2.346,0.9579,0,0.9589,0.08676
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Astrakhan/RII-MH273373S/2025_H3N2,plate42-A/Astrakhan/RII-MH273373S/2025_H3N2,0.001608,interpolated,0.001744,0.001744,interpolated,2.209,0.9182,0,0.9628,0.07696
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Asturias/232590913/2025_H1N1,plate42-A/Asturias/232590913/2025_H1N1,0.0006497,interpolated,0.0006497,0.0006497,interpolated,2.699,1,0,0.9987,0.01577
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Badajoz/18738342/2026_H3N2,plate42-A/Badajoz/18738342/2026_H3N2,0.0008546,interpolated,0.001,0.001,interpolated,1.388,0.9019,0,0.9208,0.1025
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Badajoz/18811358/2026_H3N2,plate42-A/Badajoz/18811358/2026_H3N2,0.0007871,interpolated,0.0009426,0.0009426,interpolated,2.472,0.8201,0,0.9966,0.02064
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Badajoz/18813527/2026_H3N2,plate42-A/Badajoz/18813527/2026_H3N2,0.0009074,interpolated,0.0009265,0.0009265,interpolated,1.553,0.9841,0,0.9823,0.05271
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Bangkok/P2390/2025_H3N2,plate42-A/Bangkok/P2390/2025_H3N2,0.000834,interpolated,0.0008404,0.0008404,interpolated,1.589,0.994,0,0.9643,0.07573
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Bangkok/P2391/2025_H3N2,plate42-A/Bangkok/P2391/2025_H3N2,0.0006622,interpolated,0.0008626,0.0008626,interpolated,1.742,0.8155,0,0.9737,0.05336
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Blaenavon/6687/2026_H3N2,plate42-A/Blaenavon/6687/2026_H3N2,0.00305,interpolated,0.00305,0.00305,interpolated,1.675,1,0,0.9798,0.05373
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/Bolivia/OR5702/2025_H3N2,plate42-A/Bolivia/OR5702/2025_H3N2,0.0006259,interpolated,0.0006259,0.0006259,interpolated,1.408,1,0,0.9524,0.08537
human,plate42,flu-seqneut-2026-VIDRL-211_post-vax,A/BritishColumbia/RV00022-26/2025_H1N1,plate42-A/BritishColumbia/RV00022-26/2025_H1N1,0.0008419,interpolated,0.0008419,0.0008419,interpolated,5.588,1,0,0.9994,0.01144
