group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Andalucia/PMC-00977/2025_H1N1,plate40-A/Andalucia/PMC-00977/2025_H1N1,0.003005,interpolated,0.003056,0.003056,interpolated,3.942,0.9677,0,0.9891,0.04479
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Andalucia/PMC-01217/2025_H1N1,plate40-A/Andalucia/PMC-01217/2025_H1N1,0.002199,interpolated,0.002203,0.002203,interpolated,2.067,0.9981,0,0.9933,0.03453
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Andalucia/PMC-01495/2025_H1N1,plate40-A/Andalucia/PMC-01495/2025_H1N1,0.00227,interpolated,0.002328,0.002328,interpolated,3.347,0.9596,0,0.9772,0.06428
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Arizona/40/2026_H1N1,plate40-A/Arizona/40/2026_H1N1,0.002669,interpolated,0.002752,0.002752,interpolated,3.738,0.946,0,0.9904,0.04167
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Astrakhan/RII-MH273373S/2025_H3N2,plate40-A/Astrakhan/RII-MH273373S/2025_H3N2,0.001628,interpolated,0.001703,0.001703,interpolated,4.291,0.9117,0,0.9899,0.04253
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Asturias/232590913/2025_H1N1,plate40-A/Asturias/232590913/2025_H1N1,0.002793,interpolated,0.002793,0.002793,interpolated,4.186,1,0,0.9997,0.007907
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Badajoz/18738342/2026_H3N2,plate40-A/Badajoz/18738342/2026_H3N2,0.0007358,interpolated,0.001081,0.001081,interpolated,1.602,0.7701,0,0.9746,0.05023
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Badajoz/18811358/2026_H3N2,plate40-A/Badajoz/18811358/2026_H3N2,0.001434,interpolated,0.001649,0.001649,interpolated,2.484,0.8533,0,0.9036,0.1233
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Badajoz/18813527/2026_H3N2,plate40-A/Badajoz/18813527/2026_H3N2,0.001209,interpolated,0.001291,0.001291,interpolated,3.045,0.9098,0,0.9868,0.04752
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Bangkok/P2390/2025_H3N2,plate40-A/Bangkok/P2390/2025_H3N2,0.0007045,interpolated,0.0007045,0.0007045,interpolated,1.504,1,0,0.9668,0.0727
human,plate40,flu-seqneut-2026-VIDRL-200_post-vax,A/Bangkok/P2391/2025_H3N2,plate40-A/Bangkok/P2391/2025_H3N2,0.0008095,interpolated,0.000867,0.000867,interpolated,10,0.7518,0,0.8672,0.1265
