group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate17,flu-seqneut-2026-UWMC-071,A/Andalucia/PMC-00977/2025_H1N1,plate17-A/Andalucia/PMC-00977/2025_H1N1,0.0009675,interpolated,0.0009987,0.0009987,interpolated,1.731,0.9733,0,0.933,0.1081
human,plate17,flu-seqneut-2026-UWMC-071,A/Andalucia/PMC-01217/2025_H1N1,plate17-A/Andalucia/PMC-01217/2025_H1N1,0.0009035,interpolated,0.0009035,0.0009035,interpolated,1.397,1,0,0.927,0.11
human,plate17,flu-seqneut-2026-UWMC-071,A/Andalucia/PMC-01495/2025_H1N1,plate17-A/Andalucia/PMC-01495/2025_H1N1,0.0006003,interpolated,0.0006003,0.0006003,interpolated,1.378,1,0,0.9811,0.05163
human,plate17,flu-seqneut-2026-UWMC-071,A/Arizona/40/2026_H1N1,plate17-A/Arizona/40/2026_H1N1,0.0007321,interpolated,0.0007321,0.0007321,interpolated,1.601,1,0,0.9387,0.1026
human,plate17,flu-seqneut-2026-UWMC-071,A/Astrakhan/RII-MH273373S/2025_H3N2,plate17-A/Astrakhan/RII-MH273373S/2025_H3N2,0.005343,interpolated,0.005808,0.005808,interpolated,2.068,0.9208,0,0.8664,0.1244
human,plate17,flu-seqneut-2026-UWMC-071,A/Asturias/232590913/2025_H1N1,plate17-A/Asturias/232590913/2025_H1N1,0.001114,interpolated,0.001176,0.001176,interpolated,1.654,0.9568,0,0.9272,0.1107
human,plate17,flu-seqneut-2026-UWMC-071,A/Badajoz/18738342/2026_H3N2,plate17-A/Badajoz/18738342/2026_H3N2,0.003906,interpolated,0.003942,0.003942,interpolated,1.549,0.9929,0,0.9715,0.05929
human,plate17,flu-seqneut-2026-UWMC-071,A/Badajoz/18811358/2026_H3N2,plate17-A/Badajoz/18811358/2026_H3N2,0.004715,interpolated,0.005671,0.005671,interpolated,1.399,0.8862,0,0.9231,0.08395
human,plate17,flu-seqneut-2026-UWMC-071,A/Badajoz/18813527/2026_H3N2,plate17-A/Badajoz/18813527/2026_H3N2,0.0062,interpolated,0.00631,0.00631,interpolated,2.229,0.9808,0,0.9743,0.05527
human,plate17,flu-seqneut-2026-UWMC-071,A/Bangkok/P2391/2025_H3N2,plate17-A/Bangkok/P2391/2025_H3N2,0.002969,interpolated,0.003321,0.003321,interpolated,1.064,0.9438,0,0.9701,0.05491
