group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate10,flu-seqneut-2026-SCH-001,A/Andalucia/PMC-00977/2025_H1N1,plate10-A/Andalucia/PMC-00977/2025_H1N1,0.025,lower,0.03053,0.025,lower,10,0.9908,0,0.7756,0.02103
human,plate10,flu-seqneut-2026-SCH-001,A/Andalucia/PMC-01495/2025_H1N1,plate10-A/Andalucia/PMC-01495/2025_H1N1,0.025,lower,0.02637,0.025,lower,10,1,0,1,5.001e-05
human,plate10,flu-seqneut-2026-SCH-001,A/Arizona/40/2026_H1N1,plate10-A/Arizona/40/2026_H1N1,0.025,lower,0.02523,0.025,lower,10,0.9587,0,0.718,0.09473
human,plate10,flu-seqneut-2026-SCH-001,A/Astrakhan/RII-MH273373S/2025_H3N2,plate10-A/Astrakhan/RII-MH273373S/2025_H3N2,0.00834,interpolated,0.008673,0.008673,interpolated,4.2,0.9242,0,0.7258,0.1643
human,plate10,flu-seqneut-2026-SCH-001,A/Asturias/232590913/2025_H1N1,plate10-A/Asturias/232590913/2025_H1N1,0.025,lower,0.02501,0.025,lower,10,1,0,1,8.51e-05
human,plate10,flu-seqneut-2026-SCH-001,A/Badajoz/18738342/2026_H3N2,plate10-A/Badajoz/18738342/2026_H3N2,0.01159,interpolated,0.01159,0.01159,interpolated,2.154,1,0,0.9328,0.07384
human,plate10,flu-seqneut-2026-SCH-001,A/Badajoz/18811358/2026_H3N2,plate10-A/Badajoz/18811358/2026_H3N2,0.007287,interpolated,0.007772,0.007772,interpolated,0.9202,0.9713,0,0.8815,0.09016
human,plate10,flu-seqneut-2026-SCH-001,A/Badajoz/18813527/2026_H3N2,plate10-A/Badajoz/18813527/2026_H3N2,0.01406,interpolated,0.01535,0.01535,interpolated,0.9805,0.959,0,0.7788,0.105
human,plate10,flu-seqneut-2026-SCH-001,A/Bangkok/P2390/2025_H3N2,plate10-A/Bangkok/P2390/2025_H3N2,0.01618,interpolated,0.0169,0.0169,interpolated,2.36,0.9509,0,0.9086,0.07092
human,plate10,flu-seqneut-2026-SCH-001,A/Bangkok/P2391/2025_H3N2,plate10-A/Bangkok/P2391/2025_H3N2,0.01951,interpolated,0.02148,0.02148,interpolated,2.081,0.9091,0,0.6989,0.1109
human,plate10,flu-seqneut-2026-SCH-001,A/Blaenavon/6687/2026_H3N2,plate10-A/Blaenavon/6687/2026_H3N2,0.025,lower,0.02686,0.025,lower,10,0.969,0,0.6859,0.07111
human,plate10,flu-seqneut-2026-SCH-001,A/Bolivia/OR5702/2025_H3N2,plate10-A/Bolivia/OR5702/2025_H3N2,0.01328,interpolated,0.01769,0.01769,interpolated,2.088,0.7745,0,0.7216,0.1076
human,plate10,flu-seqneut-2026-SCH-001,A/BritishColumbia/RV00022-26/2025_H1N1,plate10-A/BritishColumbia/RV00022-26/2025_H1N1,0.025,lower,52.31,0.025,lower,1.5,1,0,0,3.855e-06
human,plate10,flu-seqneut-2026-SCH-001,A/BritishColumbia/RV00279-26/2025_H3N2,plate10-A/BritishColumbia/RV00279-26/2025_H3N2,0.01205,interpolated,0.01207,0.01207,interpolated,2.23,0.9979,0,0.9483,0.06313
