group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate19,flu-seqneut-2026-CTS-005,A/Andalucia/PMC-00977/2025_H1N1,plate19-A/Andalucia/PMC-00977/2025_H1N1,0.005001,interpolated,0.005001,0.005001,interpolated,1.582,1,0,0.9379,0.08917
human,plate19,flu-seqneut-2026-CTS-005,A/Andalucia/PMC-01217/2025_H1N1,plate19-A/Andalucia/PMC-01217/2025_H1N1,0.009314,interpolated,0.009314,0.009314,interpolated,1.278,1,0,0.7854,0.1498
human,plate19,flu-seqneut-2026-CTS-005,A/Andalucia/PMC-01495/2025_H1N1,plate19-A/Andalucia/PMC-01495/2025_H1N1,0.004849,interpolated,0.004849,0.004849,interpolated,1.852,1,0,0.9097,0.1121
human,plate19,flu-seqneut-2026-CTS-005,A/Arizona/40/2026_H1N1,plate19-A/Arizona/40/2026_H1N1,0.005189,interpolated,0.005189,0.005189,interpolated,1.654,1,0,0.8972,0.1127
human,plate19,flu-seqneut-2026-CTS-005,A/Astrakhan/RII-MH273373S/2025_H3N2,plate19-A/Astrakhan/RII-MH273373S/2025_H3N2,0.004419,interpolated,0.004419,0.004419,interpolated,1.194,1,0,0.9008,0.1066
human,plate19,flu-seqneut-2026-CTS-005,A/Asturias/232590913/2025_H1N1,plate19-A/Asturias/232590913/2025_H1N1,0.004448,interpolated,0.004448,0.004448,interpolated,1.734,1,0,0.9579,0.07506
human,plate19,flu-seqneut-2026-CTS-005,A/Badajoz/18738342/2026_H3N2,plate19-A/Badajoz/18738342/2026_H3N2,0.003279,interpolated,0.00329,0.00329,interpolated,2.026,0.9965,0,0.9563,0.0785
human,plate19,flu-seqneut-2026-CTS-005,A/Badajoz/18811358/2026_H3N2,plate19-A/Badajoz/18811358/2026_H3N2,0.006198,interpolated,0.006199,0.006199,interpolated,1.362,0.9999,0,0.9663,0.05948
human,plate19,flu-seqneut-2026-CTS-005,A/Badajoz/18813527/2026_H3N2,plate19-A/Badajoz/18813527/2026_H3N2,0.003541,interpolated,0.003666,0.003666,interpolated,5.552,0.9126,0,0.8968,0.1153
human,plate19,flu-seqneut-2026-CTS-005,A/Bangkok/P2390/2025_H3N2,plate19-A/Bangkok/P2390/2025_H3N2,0.002171,interpolated,0.002171,0.002171,interpolated,1.046,1,0,0.967,0.06139
human,plate19,flu-seqneut-2026-CTS-005,A/Bangkok/P2391/2025_H3N2,plate19-A/Bangkok/P2391/2025_H3N2,0.00398,interpolated,0.00398,0.00398,interpolated,4.275,1,0,0.9498,0.08651
human,plate19,flu-seqneut-2026-CTS-005,A/Blaenavon/6687/2026_H3N2,plate19-A/Blaenavon/6687/2026_H3N2,0.01369,interpolated,0.01375,0.01375,interpolated,0.8,0.9981,0,0.5186,0.1747
human,plate19,flu-seqneut-2026-CTS-005,A/Bolivia/OR5702/2025_H3N2,plate19-A/Bolivia/OR5702/2025_H3N2,0.008821,interpolated,0.008821,0.008821,interpolated,1.163,1,0,0.8235,0.1282
human,plate19,flu-seqneut-2026-CTS-005,A/BritishColumbia/RV00022-26/2025_H1N1,plate19-A/BritishColumbia/RV00022-26/2025_H1N1,0.00722,interpolated,0.00722,0.00722,interpolated,1.467,1,0,0.9119,0.1013
human,plate19,flu-seqneut-2026-CTS-005,A/BritishColumbia/RV00279-26/2025_H3N2,plate19-A/BritishColumbia/RV00279-26/2025_H3N2,0.004686,interpolated,0.005179,0.005179,interpolated,1.645,0.9241,0,0.7782,0.158
human,plate19,flu-seqneut-2026-CTS-005,A/BritishColumbia/RV01350-26/2026_H1N1,plate19-A/BritishColumbia/RV01350-26/2026_H1N1,0.006299,interpolated,0.006299,0.006299,interpolated,1.51,1,0,0.9075,0.1052
human,plate19,flu-seqneut-2026-CTS-005,A/BritishColumbia/RV05508-25/2025_H1N1,plate19-A/BritishColumbia/RV05508-25/2025_H1N1,0.00486,interpolated,0.00486,0.00486,interpolated,1.967,1,0,0.9302,0.09964
human,plate19,flu-seqneut-2026-CTS-005,A/California/GKISBBBH79910/2026_H3N2,plate19-A/California/GKISBBBH79910/2026_H3N2,0.004829,interpolated,0.004829,0.004829,interpolated,1.872,1,0,0.9149,0.107
human,plate19,flu-seqneut-2026-CTS-005,A/California/NIRC-IS-1019/2026_H1N1,plate19-A/California/NIRC-IS-1019/2026_H1N1,0.005224,interpolated,0.005224,0.005224,interpolated,1.946,1,0,0.9498,0.08337
human,plate19,flu-seqneut-2026-CTS-005,A/California/NIRC-IS-1059/2026_H3N2,plate19-A/California/NIRC-IS-1059/2026_H3N2,0.00482,interpolated,0.00482,0.00482,interpolated,1.983,1,0,0.9313,0.09769
human,plate19,flu-seqneut-2026-CTS-005,A/California/NIRC-IS-1067/2026_H3N2,plate19-A/California/NIRC-IS-1067/2026_H3N2,0.005256,interpolated,0.005724,0.005724,interpolated,1.481,0.9406,0,0.8421,0.133
human,plate19,flu-seqneut-2026-CTS-005,A/California/NIRC-IS-1356/2025_H1N1,plate19-A/California/NIRC-IS-1356/2025_H1N1,0.004184,interpolated,0.004184,0.004184,interpolated,1.999,1,0,0.9546,0.08164
human,plate19,flu-seqneut-2026-CTS-005,A/Castellon/VAHNSI_02_02400/2025_H3N2,plate19-A/Castellon/VAHNSI_02_02400/2025_H3N2,0.004219,interpolated,0.004295,0.004295,interpolated,1.737,0.9847,0,0.9181,0.1032
