group,plate,serum,virus,replicate,ic50,ic50_bound,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
human,plate15,flu-seqneut-2026-UWMC-049,A/Andalucia/PMC-00977/2025_H1N1,plate15-A/Andalucia/PMC-00977/2025_H1N1,0.00765,interpolated,0.007828,0.007828,interpolated,1.173,0.9867,0,0.9034,0.09482
human,plate15,flu-seqneut-2026-UWMC-049,A/Andalucia/PMC-01217/2025_H1N1,plate15-A/Andalucia/PMC-01217/2025_H1N1,0.00915,interpolated,0.009285,0.009285,interpolated,2.205,0.9841,0,0.9856,0.03945
human,plate15,flu-seqneut-2026-UWMC-049,A/Andalucia/PMC-01495/2025_H1N1,plate15-A/Andalucia/PMC-01495/2025_H1N1,0.005124,interpolated,0.005124,0.005124,interpolated,1.815,1,0,0.9628,0.07087
human,plate15,flu-seqneut-2026-UWMC-049,A/Arizona/40/2026_H1N1,plate15-A/Arizona/40/2026_H1N1,0.007477,interpolated,0.007477,0.007477,interpolated,2.473,1,0,0.9977,0.01702
human,plate15,flu-seqneut-2026-UWMC-049,A/Astrakhan/RII-MH273373S/2025_H3N2,plate15-A/Astrakhan/RII-MH273373S/2025_H3N2,0.002958,interpolated,0.003627,0.003627,interpolated,0.8,0.9248,0,0.6254,0.1889
human,plate15,flu-seqneut-2026-UWMC-049,A/Asturias/232590913/2025_H1N1,plate15-A/Asturias/232590913/2025_H1N1,0.004925,interpolated,0.005045,0.005045,interpolated,2.052,0.9758,0,0.9756,0.05547
human,plate15,flu-seqneut-2026-UWMC-049,A/Badajoz/18738342/2026_H3N2,plate15-A/Badajoz/18738342/2026_H3N2,0.002086,interpolated,0.002086,0.002086,interpolated,0.8,1,0,0.9419,0.07486
human,plate15,flu-seqneut-2026-UWMC-049,A/Badajoz/18811358/2026_H3N2,plate15-A/Badajoz/18811358/2026_H3N2,0.001576,interpolated,0.001692,0.001692,interpolated,0.8,0.9722,0,0.8861,0.1012
human,plate15,flu-seqneut-2026-UWMC-049,A/Badajoz/18813527/2026_H3N2,plate15-A/Badajoz/18813527/2026_H3N2,0.002982,interpolated,0.003507,0.003507,interpolated,1.554,0.8887,0,0.9186,0.09833
human,plate15,flu-seqneut-2026-UWMC-049,A/Bangkok/P2390/2025_H3N2,plate15-A/Bangkok/P2390/2025_H3N2,0.001876,interpolated,0.002262,0.002262,interpolated,0.8,0.9305,0,0.8918,0.09401
human,plate15,flu-seqneut-2026-UWMC-049,A/Blaenavon/6687/2026_H3N2,plate15-A/Blaenavon/6687/2026_H3N2,0.001402,interpolated,0.001458,0.001458,interpolated,4.249,0.9242,0,0.9739,0.06983
human,plate15,flu-seqneut-2026-UWMC-049,A/Bolivia/OR5702/2025_H3N2,plate15-A/Bolivia/OR5702/2025_H3N2,0.002321,interpolated,0.00244,0.00244,interpolated,1.089,0.9736,0,0.902,0.1088
human,plate15,flu-seqneut-2026-UWMC-049,A/BritishColumbia/RV00022-26/2025_H1N1,plate15-A/BritishColumbia/RV00022-26/2025_H1N1,0.006765,interpolated,0.006984,0.006984,interpolated,1.797,0.9723,0,0.9543,0.07224
human,plate15,flu-seqneut-2026-UWMC-049,A/BritishColumbia/RV00279-26/2025_H3N2,plate15-A/BritishColumbia/RV00279-26/2025_H3N2,0.007752,interpolated,0.008436,0.008436,interpolated,5.997,0.801,0,0.8456,0.132
human,plate15,flu-seqneut-2026-UWMC-049,A/BritishColumbia/RV01350-26/2026_H1N1,plate15-A/BritishColumbia/RV01350-26/2026_H1N1,0.005448,interpolated,0.005448,0.005448,interpolated,2.079,1,0,0.9989,0.0123
human,plate15,flu-seqneut-2026-UWMC-049,A/BritishColumbia/RV05508-25/2025_H1N1,plate15-A/BritishColumbia/RV05508-25/2025_H1N1,0.0073,interpolated,0.0073,0.0073,interpolated,1.516,1,0,0.9784,0.04774
human,plate15,flu-seqneut-2026-UWMC-049,A/California/GKISBBBH79910/2026_H3N2,plate15-A/California/GKISBBBH79910/2026_H3N2,0.004528,interpolated,0.005212,0.005212,interpolated,0.8675,0.9426,0,0.7674,0.1433
human,plate15,flu-seqneut-2026-UWMC-049,A/California/NIRC-IS-1019/2026_H1N1,plate15-A/California/NIRC-IS-1019/2026_H1N1,0.006241,interpolated,0.006289,0.006289,interpolated,1.403,0.9947,0,0.976,0.05066
human,plate15,flu-seqneut-2026-UWMC-049,A/California/NIRC-IS-1059/2026_H3N2,plate15-A/California/NIRC-IS-1059/2026_H3N2,0.001664,interpolated,0.001732,0.001732,interpolated,0.8,0.9844,0,0.9288,0.08002
human,plate15,flu-seqneut-2026-UWMC-049,A/California/NIRC-IS-1067/2026_H3N2,plate15-A/California/NIRC-IS-1067/2026_H3N2,0.001749,interpolated,0.002275,0.002275,interpolated,0.8,0.9052,0,0.9003,0.08981
human,plate15,flu-seqneut-2026-UWMC-049,A/California/NIRC-IS-1356/2025_H1N1,plate15-A/California/NIRC-IS-1356/2025_H1N1,0.008046,interpolated,0.008046,0.008046,interpolated,1.649,1,0,0.9447,0.07793
human,plate15,flu-seqneut-2026-UWMC-049,A/Castellon/VAHNSI_02_02400/2025_H3N2,plate15-A/Castellon/VAHNSI_02_02400/2025_H3N2,0.003465,interpolated,0.004732,0.004732,interpolated,1.073,0.8579,0,0.8977,0.09218
human,plate15,flu-seqneut-2026-UWMC-049,A/Colombia/1851/2024_H3N2,plate15-A/Colombia/1851/2024_H3N2,0.002509,interpolated,0.003724,0.003724,interpolated,1.403,0.7873,0,0.8566,0.1172
human,plate15,flu-seqneut-2026-UWMC-049,A/Colorado/218/2024_H1N1,plate15-A/Colorado/218/2024_H1N1,0.003119,interpolated,0.003479,0.003479,interpolated,1.148,0.941,0,0.9192,0.09394
human,plate15,flu-seqneut-2026-UWMC-049,A/Connecticut/5/2026_H3N2,plate15-A/Connecticut/5/2026_H3N2,0.003471,interpolated,0.003471,0.003471,interpolated,0.8,1,0,0.877,0.1032
human,plate15,flu-seqneut-2026-UWMC-049,A/Croatia/10136RV/2023_H3N2,plate15-A/Croatia/10136RV/2023_H3N2,0.005617,interpolated,0.00635,0.00635,interpolated,5.65,0.75,0,0.7694,0.1713
human,plate15,flu-seqneut-2026-UWMC-049,A/Darwin/1415/2025_H3N2,plate15-A/Darwin/1415/2025_H3N2,0.001719,interpolated,0.002339,0.002339,interpolated,0.8,0.8908,0,0.8376,0.1152
human,plate15,flu-seqneut-2026-UWMC-049,A/Darwin/1454/2025_H3N2,plate15-A/Darwin/1454/2025_H3N2,0.001038,interpolated,0.001038,0.001038,interpolated,0.8817,1,0,0.9189,0.09632
human,plate15,flu-seqneut-2026-UWMC-049,A/Denmark/3940/2025_H3N2,plate15-A/Denmark/3940/2025_H3N2,0.001897,interpolated,0.001897,0.001897,interpolated,0.9698,1,0,0.9765,0.05209
